"","00063026-2a67-41de-b105-f80dca277978","00a26384-1b1c-4db4-9664-75fb9b3febdb"
"MAP4K4",9296,3266
"MGAT4A",1794,3637
"RPL31",16271,26774
"WDR1",13606,19224
"SNX13",3300,2802
"MS4A12",0,0
"ARHGAP10",3070,854
"RPS6KA2",5784,3169
"ING3",777,336
"VASH1",1898,876
"LMCD1",7094,3363
"BUD23",1981,4734
"SEL1L",11932,8429
"TRIP13",126,286
"ATP6AP1",5627,15022
"TCF3",2091,7432
"TRIB2",2680,2506
"DAZAP1",3352,7182
"MBD3",1720,2364
"PRLH",0,5
"HLTF",1232,1285
"FAM50A",3788,3083
"FAM3A",1608,2981
"CPSF1",2737,7620
"MYO3B",15,305
"CYBRD1",49857,12852
"CDH19",57,8
"PDCD2",1678,2292
"SLC6A15",49,13
"RDH11",1731,2709
"PRKACA",9236,5206
"ADGRL1",3155,2512
"SPP2",0,0
"ACTN1",14602,31903
"ZFYVE26",2972,2165
"RPS6KA6",82,791
"EPN2",1180,1639
"PTPN18",4540,6526
"LIMS2",5197,1857
"ASIC4",1,18
"SPEG",709,1832
"LNX1",894,874
"ALDH3A2",12007,3791
"TFRC",6743,7812
"SREBF1",3889,58362
"TRPC5",0,0
"AFF4",7914,9551
"UBE2D1",858,911
"MPP5",1741,1797
"RHOBTB1",2110,1328
"SMC1A",6671,8378
"HSD17B10",1938,4020
"MARK2",1743,5686
"HMMR",58,179
"CHFR",1232,2607
"TRHDE",543,4
"P4HA2",2001,1938
"FCGR2B",3673,202
"NFATC3",1850,694
"TRNT1",717,752
"ACADVL",20936,17584
"STK10",2343,1602
"FBXW11",3956,2828
"ACAP1",332,548
"CRMP1",933,571
"EVC",2865,1922
"DERL2",1557,1633
"SIDT1",425,4133
"NDE1",734,2464
"IRAG1",2447,1191
"TMEM38A",127,291
"AP1M1",4198,2546
"PVR",1294,788
"XRCC1",1011,1736
"SCARB1",7223,3204
"CYP2W1",1,6
"MCM2",282,1029
"MOV10L1",52,39
"PANX2",54,82
"SELENOO",689,1300
"TP63",22,2190
"ALPK1",1368,1743
"LLGL2",294,7506
"PDE8A",3287,1124
"CLCN4",839,114
"NLE1",717,1018
"SDHA",232,178
"SMARCE1",419,983
"FNDC8",2,11
"GSDMB",645,602
"KDM5A",4178,4285
"ADAM11",21,89
"PPP2R3A",1160,1150
"FERMT2",17261,2848
"ABCB11",84,2
"DHRS9",1423,37
"CD5L",2,2
"PTGS2",275,104
"IGF2BP2",274,83
"MAP3K13",734,1798
"ST6GAL1",4327,4455
"TBX21",60,29
"VDAC1P1",4,7
"FRY",4584,2148
"PICALM",18315,7911
"NSF",1603,2442
"GLI2",521,187
"CLASP1",4594,3247
"MRPS34",1000,2928
"NOTCH3",14869,15223
"CLNS1A",1947,3177
"PPP2R2C",57,2194
"TEAD2",1212,2991
"EED",691,868
"CDHR2",6,39
"SNCB",0,3
"TSG101",3030,3098
"NCBP3",2689,4010
"ATP2A3",1280,4828
"CA12",732,31610
"MGLL",41385,5873
"NTN4",4094,6567
"BCS1L",741,1266
"NUAK1",5434,1104
"DPP8",4025,3143
"SLC24A1",760,1548
"ZNF532",4313,3471
"SCARF1",1734,494
"LMAN1",6387,6697
"HACD3",3454,10955
"IPCEF1",55,153
"ZZEF1",5913,4533
"NOX3",1,0
"ENO1",33829,31193
"SLC12A1",13,35
"MYDGF",2203,3439
"ANO8",811,3009
"TUBE1",749,831
"ARHGEF10L",3757,3524
"TXK",60,51
"WSCD2",1354,39
"KCNQ2",0,6
"TACR2",61,50
"ACTR6",868,1504
"TIPIN",142,234
"SRI",2697,2994
"EIF4G3",6225,5516
"NUP37",445,624
"SEMA3A",981,48
"GTSE1",86,174
"SEMA3C",21895,19064
"TTC38",1811,2533
"ACAT1",4400,1565
"GRAMD4",2266,2272
"CELSR1",555,22357
"WNT8B",2,15
"ZNF638",5537,5669
"SLC25A40",619,1200
"TIMM21",830,925
"ADD2",393,151
"FGF4",0,0
"RASAL2",3172,2088
"VPS9D1",397,846
"ZNF37A",1215,1347
"MARK3",3087,3848
"SLC25A3",15105,15287
"FNDC3B",11050,4117
"FOSL2",11009,11118
"CACNG5",0,0
"CACNG4",0,5821
"FRYL",4732,2778
"TMEM131",4190,4653
"FSCN1",3153,1863
"ACTB",189738,259909
"MOCOS",273,853
"PLD1",2024,499
"ATP12A",1,1
"WDR62",81,469
"DLG1",4482,4379
"RAB7A",18156,11358
"BCAP29",28,69
"SEC31B",505,984
"SART3",1895,3182
"ARHGAP15",330,207
"TUBA3D",8,8174
"PAX2",0,301
"EXOSC7",732,946
"KIFAP3",2270,2329
"MKRN2",1849,1513
"MCM6",1706,1622
"REXO2",1414,1139
"RBM7",864,916
"RBMS2",6075,2230
"BAZ2A",7132,9580
"PTPN23",3992,4917
"MLH1",1662,2184
"UNG",1503,2412
"FMO4",414,940
"KLHL20",1927,1259
"RGS11",573,892
"SLC46A1",594,465
"PLXNA2",4757,2149
"SPAG5",151,524
"ANKRD13A",2003,2238
"TPD52",394,6620
"ACACB",37506,1480
"TRAF4",158,5108
"PAG1",1009,383
"GPATCH1",493,684
"ICAM3",24,25
"NT5C2",1172,1362
"MCAM",59130,4812
"GPC4",2580,4878
"MBNL3",2189,555
"CAMSAP3",2,4878
"RAP1GAP",20,2482
"XAB2",2185,4019
"ARHGEF1",4155,6628
"STXBP2",395,5836
"MAP2K7",1594,2452
"NMRK2",2,3
"DGKD",1418,5899
"CTTNBP2",803,242
"ACTL6B",0,0
"RARB",145,684
"TOP2B",7516,10201
"TM9SF3",14216,10349
"NFKB2",1535,2636
"UBE2T",62,573
"PPP1R12B",9770,4007
"DNAJC10",5470,7269
"GTF3C1",4368,9286
"IL4R",2838,6647
"USP33",5540,4046
"PAK3",246,351
"CAPN6",98,554
"DCX",5,83
"SNRPA",1429,2427
"SPAG6",1,856
"EXOSC5",394,1178
"DYNC1I2",5735,5963
"APBB1IP",4063,457
"LRCH4",341,1131
"FAM76B",722,948
"SIRT6",388,919
"TYR",5,0
"POLD3",1158,1281
"ACTN2",29,10
"CAPZB",11854,12155
"GPR137B",1894,2404
"NAALAD2",264,51
"JADE1",3476,1400
"SLC25A43",1917,999
"UBE2A",3057,3858
"FGFR1",18629,9376
"FKBP6",0,3
"SMC1B",4,23
"FBLN1",32364,8423
"ITGA8",1160,184
"CST7",158,130
"MAP2",747,411
"PIAS2",1417,1422
"AMPH",346,458
"ARAF",3703,4899
"MCCC1",1794,1172
"LAMP3",37,126
"FAP",1525,1303
"NEBL",547,6778
"ACER3",3775,1112
"UBE2K",3966,4495
"PIK3C3",2482,1981
"N4BP2",555,936
"TIGAR",346,208
"TULP3",1944,1392
"SYNJ2",1353,2051
"ADCY2",220,363
"PPP2R5C",6212,5175
"PMS2P1",345,714
"RBFOX1",0,22
"GNB1",24242,20071
"HOXA9",168,55
"EDN1",1083,1868
"MLLT10",1956,2228
"ZCWPW1",327,373
"ADCYAP1R1",1011,91
"FGF20",3,7
"P2RY10",34,117
"ITM2A",3560,1386
"NRDC",6531,6255
"VDAC3",3163,2670
"PCM1",9205,8246
"TNRC6C",1869,1456
"CBFA2T2",1539,2659
"BRINP1",8,219
"ITCH",4402,2682
"PKD2L2",8,17
"TP53INP2",1947,2347
"SDF4",5970,8115
"MYH7B",146,162
"BPIFB2",56,629
"TP73",8,238
"TOLLIP",2979,4066
"UBE2D4",1113,603
"CLUL1",1,177
"RUNX1T1",1246,186
"CDH17",7,15
"THOC1",804,1807
"FKBP7",642,491
"OSBPL6",256,574
"SLC1A3",5249,641
"XRCC5",12300,17553
"LXN",687,515
"SP140",59,115
"MKNK1",2628,1367
"TNS1",159586,10553
"REXO1",1169,1955
"SAR1A",11981,4155
"CDC14A",382,696
"RAPGEF3",4148,2545
"CEACAM1",379,1813
"SENP1",955,1299
"DUSP13",0,105
"CIC",4921,9644
"LIPE",62821,564
"FDFT1",5635,8568
"PAFAH1B3",89,1612
"OPHN1",1387,962
"AFM",0,1
"KIF22",521,2614
"SCGN",95,64
"CARMIL1",1280,1567
"PGM1",7328,1716
"DDX1",7020,4846
"DNM2",6400,7194
"EPB41L2",20891,3008
"RIMS1",21,59
"MOXD1",434,229
"STX7",7624,2634
"RABL2B",584,1471
"KEAP1",3449,3162
"DDX43",32,3
"PTPRH",236,144
"DCT",43,24
"SLC35C2",1844,3170
"CRYBG3",3554,541
"EPHA6",18,10
"SCTR",208,2
"RFX3",531,815
"RIF1",3884,2846
"RAB21",4241,3136
"SLC4A4",1491,64
"SMARCA2",10951,9479
"RDH8",2,0
"SESN1",2865,2268
"MID2",2827,1822
"DNAAF6",0,2
"COL5A3",5973,580
"SRCAP",227,395
"PUM3",1038,1667
"CPB2",1,26
"CHRNA3",11,3
"KCNN2",12,15
"CNOT4",1498,1173
"PSEN1",5148,3656
"CPOX",554,596
"CLDND1",2338,1981
"MOK",346,1108
"HSP90AA1",42563,41750
"RBL1",503,418
"DLGAP4",6626,4633
"IGSF9B",397,1597
"CFHR2",0,0
"CROCCP3",157,389
"NDC80",69,147
"AP4E1",1061,991
"RSBN1",1453,1427
"MAGI3",983,4389
"CXCL2",295,536
"AFP",6,83
"COL4A4",57,183
"TCF7",260,969
"OSTM1",3688,1196
"CDH7",0,1
"IMPG2",18,24
"PCNP",5159,5284
"EXD2",1964,2120
"ARG2",46,100
"MEF2C",4261,835
"PTPRC",4576,1205
"CACNA1S",7,1
"PKP1",2321,1753
"UBA5",1870,2306
"STK17B",3345,1785
"CDC14B",3111,839
"ZNF510",1072,724
"LRP2",2,8080
"ZNF506",872,1194
"JMJD4",151,444
"DUSP12",504,1211
"AACS",1444,2860
"DELE1",3156,4002
"SLC13A1",0,1
"CADPS2",1627,3511
"PCDHB4",697,211
"PCDHA6",7,12
"PCDHGA2",179,181
"HSPB11",391,810
"PHLPP1",1468,1274
"ATP8B1",995,5896
"IL12RB2",379,35
"SMARCD3",540,1030
"WDR70",1138,1486
"FYB1",1361,544
"MPP4",10,8
"STRADB",1140,1257
"BZW1",5803,7982
"PGR",384,21065
"C1QTNF3",1819,519
"ME2",2324,1087
"C5orf22",992,1423
"CCNT2",1991,2719
"FAM135A",875,204
"COL19A1",1,13
"EPB41L3",10296,2096
"COBLL1",8425,2192
"DLG3",350,5666
"KCNK2",73,190
"SERTAD4",893,3993
"TRAF5",992,4688
"MRPL22",698,898
"GEMIN5",1845,1561
"OPRK1",7,1
"NFE2L1",30663,16732
"SEMA5B",112,42
"GSK3B",3328,4741
"ITGB5",34300,9661
"ERC1",6547,4070
"XPO1",6360,7871
"LINC01587",3,2
"RNF13",4835,2167
"TRPM3",78,28
"PALB2",543,969
"DOP1A",1613,1492
"LYRM2",1622,1658
"BCKDHB",911,1614
"KAT6A",6120,4400
"TUT7",2066,2186
"ULK2",2781,2121
"GRHL2",0,3958
"TNPO1",7202,6834
"PLOD1",6154,6583
"P2RX5",6,63
"ITGAE",773,586
"DIS3",2854,2593
"PIBF1",836,1241
"TDRD3",1445,1056
"AC000061.1",0,0
"NUFIP1",298,407
"PDS5B",2474,2001
"OXCT1",2825,1171
"RRAGB",716,1277
"EPYC",2,0
"CYLD",3075,2224
"SLC27A5",125,218
"ZNF324",374,636
"ZNF671",270,388
"ZNF416",250,231
"ZNF586",334,1078
"ZNF446",136,496
"ZNF264",1999,1964
"RPS5",11945,24905
"FAT1",14576,9266
"YTHDC1",4034,4964
"CHMP2B",2736,3015
"SMAP2",4330,3553
"PPIE",1886,2040
"ZMPSTE24",3976,3411
"STARD7",6554,5837
"NOA1",839,1821
"REST",2030,2949
"HAL",19,21
"SSH1",4146,2706
"GSTP1",9013,6692
"APLP2",41390,41605
"FAM234B",555,4701
"SLCO1A2",0,22
"WBP11",4506,5130
"EIF3I",6192,8457
"NKAIN1",9,528
"COL16A1",6182,7603
"TXLNA",4618,5116
"APOB",453,17
"NCOA1",5935,3710
"AGBL5",1171,1508
"EFR3B",200,545
"KIF3C",696,971
"RAB10",7280,8284
"GCKR",36,21
"HADHA",18838,8531
"MAPRE3",1262,1048
"CAD",2761,4482
"CD59",22451,15013
"CD82",1251,2439
"BCORL1",1039,882
"ATRX",6496,6598
"AK6",628,569
"FCN1",504,42
"MYNN",716,723
"MECOM",3122,398
"SCAMP1",3143,3397
"PREP",1816,2263
"HACE1",900,752
"SEH1L",1168,1394
"WDR47",1365,1045
"WDFY1",2135,1585
"OVGP1",84,180
"SLC25A24",2762,3348
"MAP3K4",1681,2236
"PILRA",575,239
"IGSF9",17,6630
"ABCB1",304,521
"ZNF213",1097,3036
"AKR1B1",3797,1034
"CPNE3",7477,5825
"RRN3",2812,4403
"CTTN",11439,14029
"WNT11",2442,59
"MTIF2",1509,1673
"DDHD2",5197,2264
"TTC39A",152,12088
"EPS15",7449,3259
"ORC1",44,141
"MGST2",1697,1290
"CHERP",1096,2349
"ATG16L1",1186,3150
"USP40",2244,3814
"POMGNT1",2815,4640
"RAD54L",20,121
"MAST2",3614,5297
"DNAJA1",6518,4667
"B4GALT1",6348,18738
"CHMP5",2991,3277
"NFX1",3288,3441
"AQP6",1,9
"DIMT1",614,753
"IPO11",1760,1293
"FOLH1",31,151
"EIF2AK1",5603,10414
"NME8",13,16
"EPDR1",4424,288
"SNX10",1909,284
"SEPHS1",2072,3028
"MRPL28",1525,2698
"HBQ1",1,2
"ITPKC",1703,4352
"CEACAM6",0,5576
"FAT2",606,1544
"RBM22",2165,2567
"TMED2",10261,12169
"ERO1B",816,2147
"ZFAND6",3716,5064
"HSD17B2",8,307
"TXLNG",1888,1894
"PPEF1",2,52
"LAT2",534,580
"HUWE1",19580,18576
"ZW10",931,1073
"ALG9",657,323
"MYBPC2",1,6
"NOX4",1748,238
"ACOX3",995,3113
"MTMR2",2595,1298
"PPP1R15A",8519,3068
"HSD17B14",310,277
"TRIP6",2567,5023
"ACHE",19,39
"FTL",230442,35207
"SRRT",3235,7753
"BAX",864,2085
"NLK",1102,1701
"PIGS",3430,3354
"ADAMTS2",9901,2003
"TMPRSS11E",2,322
"ATXN7L3",2459,4047
"PGS1",1185,1763
"PSMC5",4066,4074
"UIMC1",1180,1114
"CETP",209,44
"MMP2",43396,16422
"MT3",0,10
"LPCAT2",2128,1144
"GNAO1",284,148
"OGFOD1",1622,1563
"SH3BP2",3628,4012
"NOP14",1108,1642
"ADD1",20693,13127
"L2HGDH",272,540
"TXNDC16",925,714
"RTRAF",4462,4858
"NID2",2502,713
"GMCL1",1099,1839
"SF3B2",11016,10762
"KLHL42",1550,3514
"GNAS",47965,46234
"DNM1L",3760,3773
"PTHLH",1158,8656
"PHACTR3",226,18
"ERGIC2",1875,2217
"TFAP2C",106,4507
"AURKA",99,243
"CASS4",250,89
"PIR",1032,192
"AAMDC",536,245
"RFX2",1142,900
"METTL2A",722,786
"SULT2B1",3,297
"ALG6",536,814
"CNOT3",1553,3518
"GP6",11,13
"PTPN4",2111,1139
"DDX18",4457,4334
"KHSRP",6027,9556
"GNA11",3136,4858
"ASAP3",2481,2029
"EDEM2",1571,1309
"DNMT3B",64,397
"REM1",109,39
"TPX2",217,685
"FER1L4",8,1644
"PDRG1",486,1617
"EPB41L1",7331,3439
"SLC15A1",10,4
"DOCK9",7660,4375
"ANKRD10",3305,7191
"TGDS",572,471
"DOCK3",86,135
"C3orf18",574,855
"COQ9",1391,1406
"TMEM40",4,94
"KIF9",133,511
"ARHGAP28",1012,179
"CRLS1",61,66
"DEFB127",0,0
"PPP1R13B",1309,3292
"ATRN",5915,4747
"SMOX",162,555
"SIGLEC1",9025,324
"FKBP1A",10399,5340
"NSFL1C",4031,3258
"SLC4A11",57,772
"C20orf194",4595,2237
"ZNF343",637,631
"EBF4",211,3892
"CPXM1",741,3062
"MAVS",8648,6066
"LZTS3",721,1112
"F11",0,1
"XRN2",4367,6403
"KIZ",938,858
"DYNLL1",5532,6404
"TESC",132,204
"SNX5",5934,4987
"RPL6",16082,29787
"SIRPG",14,48
"MAPKAPK5",1394,2259
"P2RX7",391,214
"ESF1",1184,929
"RBBP9",1430,1907
"ANAPC5",5455,8141
"SLC23A2",2915,1763
"SLC8B1",2461,2684
"TMEM230",6979,4335
"DZANK1",233,616
"KDM2B",1119,2099
"CFAP61",94,96
"LHX5",0,2
"TASP1",527,796
"OAS1",2030,628
"GCN1",8018,8773
"RPLP0",31901,65223
"PXN",4455,3730
"SIRT4",44,33
"RPH3A",10,5
"KIF16B",2284,5735
"TRMT6",716,873
"CHGB",7,9
"PEBP1",12419,19222
"TBX5",534,67
"BRAP",1553,1470
"ERP29",3175,7421
"NOS1",20,2
"FUS",6233,18058
"IGBP1",2081,2667
"FXYD5",5568,3041
"ZNF302",1352,2291
"GRAMD1A",2023,6246
"FXYD3",7,245
"HEPH",592,1407
"CDIP1",1690,958
"CMTM1",38,50
"KCNH4",74,7
"GANAB",19305,19874
"GMIP",1054,1358
"RBM41",677,875
"BIRC5",102,448
"LAG3",47,48
"MLF2",6065,10070
"OTUB2",64,141
"DDX24",9746,7720
"ZBTB25",633,809
"NECAP1",1136,1352
"ARHGAP4",1609,1780
"ANKRD24",43,308
"DHX32",1200,2558
"RCOR1",1670,2712
"GPATCH2L",2749,2301
"LTBP4",27569,4646
"BLVRB",4679,2478
"SLC9A1",1944,5145
"SPTLC1",4144,3976
"PAPOLA",8548,7626
"CCNK",294,410
"PCBP4",1051,1825
"RGS1",1392,5059
"YPEL3",2274,2731
"MRPS33",1053,1259
"NDUFB2",1535,1876
"NUDC",4182,5387
"MAEA",2288,4468
"ICAM1",1565,1955
"STRN4",3717,5312
"IRAK3",2349,657
"LYZ",6781,760
"SI",1,0
"MUL1",2100,1767
"TFAP4",434,817
"PDCD7",1062,1264
"SPG21",3986,5628
"FETUB",0,2
"DNAJB11",1007,1112
"P3H2",469,389
"THPO",95,321
"CHRD",823,5599
"FLT3LG",13,4
"RAB11FIP3",2485,5150
"GNPTG",2677,3860
"ZNF268",1003,1135
"GOLGA3",6762,6718
"PABPC4",5056,7385
"CD209",3899,66
"CERS4",1142,4177
"MCOLN1",2444,946
"USP48",3384,3407
"EFNB1",4264,1944
"PDPR",2256,1421
"AARS1",8039,5139
"GLG1",16366,7740
"KIF4A",74,672
"TNRC6A",4896,4497
"PLEKHG2",2101,1793
"DLL3",0,13
"NAT14",91,1219
"PITPNM2",1322,874
"EXOC1",2195,1547
"RBM27",889,1041
"POU4F3",5,56
"OSBPL8",6580,2677
"DTX2",564,1304
"NLRC4",533,78
"PUS7",731,1228
"LAMB4",13,6
"NRCAM",116,726
"LAMB1",11385,7666
"SLC26A4",114,41
"SLC26A3",3,923
"DLD",5101,4819
"WDR7",2188,1227
"TXNL1",2769,3194
"IL5RA",30,13
"ABCC6",1284,535
"CMTM6",3338,4675
"ITGA6",8428,5194
"RAPGEF4",727,1327
"MAP3K20",13368,3183
"SMPX",0,1
"FH",2746,4262
"SEL1L3",1049,1338
"TF",1229,470
"CDV3",12740,7054
"MYO15A",46,135
"ALKBH5",5266,4889
"APOH",0,2
"NLRP1",3062,1027
"PITPNM3",277,414
"SPAG7",1905,1797
"ORC6",36,192
"ZFHX4",2570,426
"SLC17A6",0,0
"CPA1",150,8
"ZC3HC1",646,769
"ESR1",941,18086
"RGS17",268,70
"ANGPT2",1823,192
"TMEM101",798,3999
"CD200",816,1342
"CCDC80",91662,6673
"CMA1",192,47
"PSME1",5181,5809
"PPP2R3C",657,386
"HAUS4",415,411
"JPH4",164,100
"MYH7",0,1
"CEBPE",2,5
"SLC7A8",3201,8486
"OSGEP",979,1730
"SLC22A17",334,1971
"RNF31",15,29
"SCFD1",2938,2277
"G2E3",790,849
"HECTD1",10613,6716
"HNRNPC",11300,19737
"RPGRIP1",65,53
"SUPT16H",6477,6721
"TOX4",4188,3855
"GEMIN2",292,363
"TGM1",19,65
"TINF2",3310,3279
"DAZL",4,1
"TBL1Y",0,0
"SEMA6A",1794,795
"TRPM7",3360,2801
"TYRO3",6130,280
"WDR76",239,487
"CAPN3",302,392
"SNAP23",765,814
"TBX15",3372,220
"PHGDH",2675,2256
"COL9A3",43,262
"EZR",4077,21080
"MYL6",24476,19596
"AGO1",2948,2177
"TEKT2",7,70
"CLSPN",112,200
"RFFL",616,1120
"UNC13D",438,1733
"MFSD11",1181,1060
"DPYSL2",17476,3576
"TGFB2",352,1001
"GPATCH2",679,1661
"NUP50",2630,2277
"CDC45",45,159
"COMT",3827,6315
"ADA2",5948,4182
"AC016026.1",20,24
"VNN3",14,18
"ECHDC1",3545,1372
"LRRFIP2",2092,2724
"SEC22C",3384,3069
"XYLB",279,543
"HDAC6",2975,4087
"OR1I1",2,3
"GABRP",43,2336
"KRT31",0,11
"CDC6",75,336
"UPRT",595,781
"CDC23",1537,1585
"AAAS",1642,2454
"CBX5",4763,5929
"FMO2",16025,2830
"SUCO",1789,5581
"MSH2",1054,2134
"MAP3K1",2079,9155
"DHPS",76,176
"HOOK2",4097,4699
"NXPE1",2,1
"ARCN1",11167,9875
"EPB41L4B",4834,2465
"TMEM38B",588,162
"PSMD5",1949,2841
"PTGS1",2885,626
"NUP188",3994,3816
"CRAT",3804,11271
"SH2D3C",1926,675
"NANS",899,1929
"TBC1D2",864,1982
"WHRN",200,2516
"PDE6C",28,37
"CWF19L1",929,885
"SEMA4G",64,172
"BTAF1",2800,2686
"IKZF5",1373,1456
"BLNK",322,919
"TLL2",50,19
"CYP26A1",2,80
"TDRD1",71,122
"SORBS1",80478,3782
"CRTAC1",443,60
"BAMBI",378,2103
"IL11",1,99
"MYO3A",26,25
"WAC",9212,7490
"CREM",1197,802
"NUBP2",1380,4364
"TPSD1",4,204
"SMIM24",6,76
"HIVEP1",3322,2110
"TREM2",737,623
"KCNK16",0,3
"CRISP3",1,148
"FKBP5",14240,14640
"SRPK1",741,1374
"BRPF3",2210,3806
"MRPS18A",344,461
"PGC",4,29
"TMEM14A",585,1296
"EFHC1",803,2267
"NCR2",2,0
"HSP90AB1",40583,56564
"MLN",0,1
"CDC5L",2977,2873
"ITPR3",3222,6035
"ZNF184",296,396
"DSP",496,43851
"SIRT1",2139,1866
"HNRNPH3",5268,4062
"IFT74",739,1156
"JAK2",2508,1820
"IL12RB1",188,72
"ABL1",11007,6905
"ACOT7",656,1452
"SH3GLB1",16951,5042
"CDC7",284,345
"SYDE2",351,532
"PCSK5",3974,455
"SCD",21784,32469
"TMED1",272,311
"ABLIM1",32209,7567
"ERMP1",1715,4993
"RAB18",4404,5196
"NRP1",27850,2756
"HSD17B7P2",70,239
"PRTFDC1",342,189
"PALMD",21175,1237
"TSPAN15",5786,9331
"MACROH2A2",605,1573
"WASHC2A",1945,1910
"MAST3",992,794
"MZF1",607,2584
"OCEL1",830,919
"MYO9B",5720,4235
"KCNK6",647,5436
"CATSPERG",57,339
"PSMD8",6443,5881
"FBXL19",403,2336
"STX1B",201,326
"HSD3B7",1811,1066
"SETD1A",2352,3590
"BCL7C",700,1215
"MAGEB2",0,0
"EFNA2",0,5
"CIRBP",10701,21749
"ATP5F1D",1604,2482
"CBARP",9,185
"PCDH11Y",1,1
"AMELY",0,0
"PRKY",1,1
"IGFALS",5,520
"HNRNPM",7827,11221
"MARCHF2",4044,1705
"NDUFB7",2245,2317
"TECR",3972,4858
"TIMM13",1036,2729
"CDC34",1380,2200
"MTAP",1421,1575
"MISP",2,3705
"CEP170B",3249,6930
"POLR2E",9983,5763
"POLRMT",1497,3071
"HCN2",21,17
"CDHR5",15,5
"IZUMO4",39,155
"RASSF7",97,4964
"GADD45B",3248,4706
"PALM",9804,1940
"MADCAM1",13,22
"IGF2-AS",5,10
"MKNK2",11249,16662
"ARVCF",419,3302
"TRMT2A",822,1876
"RANBP1",1328,1816
"ZDHHC8",2431,1995
"KLHL22",1003,999
"MED15",4675,5226
"SERPIND1",246,1
"SNAP29",2490,2350
"CRKL",4628,4160
"LZTR1",840,966
"MMP11",231,6216
"CECR2",126,14
"SMARCB1",2136,3241
"P2RX6",94,14
"DERL3",2,135
"SLC7A4",85,395
"BCL2L13",4724,2880
"DDTL",43,60
"DDT",0,1
"GSTT2",9,3
"OSM",49,64
"CABIN1",3165,5825
"TBC1D10A",665,1159
"SUSD2",526,2668
"SF3A1",7865,6821
"GGT5",2788,4064
"RNF215",462,1040
"SEC14L2",125,6959
"SEC14L3",2,1
"SPECC1L",1728,2018
"PPIL2",1755,2871
"UPB1",6,11
"YPEL1",182,283
"SNRPD3",1576,2058
"PES1",2539,3302
"MAPK1",8716,5702
"GGT1",12,28
"PRODH",39,1552
"PPM1F",3606,1794
"SLC35E4",190,158
"TOP3B",8,9
"CRYBB3",4,10
"CYTH4",2112,392
"ESS2",765,904
"CRYBB2P1",355,620
"MFNG",1651,487
"CARD10",1342,2330
"LRP5L",123,719
"SLC25A1",4411,2926
"GRK3",7952,1626
"PLA2G3",1,279
"LGALS2",60,84
"GGA1",1801,3976
"HIRA",406,403
"SH3BP1",108,138
"SEZ6L",53,74
"LGALS1",46186,5661
"HPS4",1885,1985
"PIK3IP1",5257,3071
"Z83844.1",0,0
"SRRD",599,526
"PATZ1",1441,5050
"TRIOBP",6709,5495
"TFIP11",1390,1419
"GCAT",106,649
"GGTLC2",1,0
"CRYBB1",59,9
"ANKRD54",707,996
"EIF3L",6203,6899
"SNU13",3843,3787
"MICALL1",1634,2322
"POLR2F",934,1041
"SOX10",21,1717
"CCDC134",324,565
"DEPDC5",409,656
"PICK1",579,1958
"TTC28",3695,1078
"SLC16A8",32,412
"CENPM",31,147
"SEPTIN3",37,284
"SLC5A1",1,923
"TPTEP1",1047,1877
"SLC5A4",114,29
"KDELR3",1430,831
"CYP2D6",17,79
"DDX17",26644,45986
"DMC1",24,24
"TCF20",2546,2593
"HSCB",209,371
"CBY1",684,739
"TOMM22",2064,2203
"RSPH14",2,10
"XBP1",4332,144707
"RTCB",3696,3936
"JOSD1",3987,3127
"FBXO7",5295,3939
"GTPBP1",3071,3281
"POLDIP3",4171,3911
"RAB36",229,563
"TIMP3",117536,20066
"PPP6R2",2624,4081
"SBF1",5737,4210
"SUN2",10194,5849
"CYB5R3",28170,7820
"DNAL4",483,1193
"C22orf31",3,5
"MIOX",0,15
"LMF2",3691,3410
"RHBDD3",617,1205
"PACSIN2",3194,7186
"TTLL1",287,586
"RASL10A",42,65
"AP1B1",8455,5538
"HMGXB4",1425,1763
"TOM1",3113,3055
"NEFH",74,94
"CHKB",13,65
"BIK",0,928
"HMOX1",3191,607
"MCAT",413,1033
"THOC5",1164,1131
"MCM5",1511,1734
"APOBEC3H",20,28
"ARSA",2576,4824
"TSPO",3495,5786
"RASD2",82,440
"TTLL12",1195,10763
"CBX7",3974,1840
"PDGFB",3581,3068
"ACR",39,3
"CABP7",5,9
"RPL3",48440,122511
"ZMAT5",330,351
"RBFOX2",8081,4535
"SYNGR1",759,1683
"TAB1",1401,1893
"ASCC2",4632,3277
"MTMR3",658,410
"MIEF1",2621,1721
"APOL4",1279,928
"PNPLA5",0,143
"APOL1",4102,1214
"PNPLA3",16,1004
"MYH9",88215,92078
"CACNA1I",18,178
"SAMM50",2564,1746
"TXN2",2647,3062
"FOXRED2",1201,1028
"GRAP2",124,162
"EIF3D",8224,10627
"TNRC6B",2340,1866
"SGSM3",14,30
"IFT27",569,1341
"PVALB",10,87
"KIAA0930",7481,4929
"NCF4",1679,188
"CSF2RB",1939,547
"SLC25A17",750,1264
"UPK3A",13,89
"FAM118A",1467,1312
"KCTD17",440,642
"ST13",14579,9517
"IL2RB",403,835
"RBX1",1656,1686
"EP300",7412,6536
"L3MBTL2",1112,1538
"CHADL",101,246
"RANGAP1",3100,6973
"ZC3H7B",8947,6885
"PHF5A",831,786
"ACO2",5196,3453
"POLR3H",1078,1188
"TRMU",602,1328
"PMM1",1012,642
"DESI1",1946,1605
